vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,delayed,delivery_rating,delivery_cost
bike,same day,north,stormy,190.4,4.79,6.415642445499587,yes,2,1066.37
bike,express,west,hot,243.8,47.41,7.0480043600379325,yes,2,1411.23
ev van,express,south,hot,270.1,33.62,8.041062753162027,no,5,1501.36
van,same day,west,foggy,9.3,34.02,2.970584905970585,no,3,248.56
van,two day,north,foggy,236.9,36.29,7.230560864639036,no,4,1293.37
truck,express,north,stormy,202.5,14.67,7.325516828550672,yes,3,1106.51
ev van,standard,east,clear,283.6,49.17,8.27360846023288,no,4,1565.51
van,standard,south,hot,108.1,39.5,4.960628068638634,no,4,659.0
truck,two day,central,clear,274.4,7.89,6.888543664139213,no,5,1395.67
truck,two day,west,hot,34.2,25.58,2.576025646992171,no,3,247.74
van,standard,east,hot,121.0,2.89,4.20259205712528,no,5,613.67
truck,two day,south,stormy,127.4,0.67,5.982252181467669,no,4,638.77
scooter,standard,west,rainy,18.8,33.74,3.632346812907687,no,3,195.22
van,express,east,foggy,112.8,15.67,4.185235457364912,yes,2,661.01
van,two day,west,stormy,92.7,18.12,5.058116657962871,no,4,517.86
truck,same day,west,cold,252.6,38.54,7.166562875998862,no,4,1478.62
van,same day,central,cold,162.6,20.31,5.79962569372277,no,3,973.93
van,standard,south,clear,21.2,35.63,2.7625772095299332,no,3,212.89
ev van,express,west,cold,130.0,36.08,5.519538459402812,yes,2,808.24
ev bike,standard,east,hot,84.5,35.63,4.268827899662829,no,4,529.39
ev van,same day,north,cold,60.2,20.43,3.6385513224369275,no,3,462.29
truck,express,south,foggy,141.2,23.99,5.566891380089224,yes,3,827.97
van,standard,north,hot,97.0,21.07,4.491136580464438,no,4,548.21
van,express,south,clear,142.8,14.74,4.9567838286021155,yes,2,808.22
ev van,standard,north,stormy,136.4,0.8,6.157663171713583,no,5,684.4
truck,standard,north,foggy,77.7,4.96,3.9154606021589995,no,4,403.38
ev van,standard,north,rainy,57.6,3.03,4.083935162200801,no,5,297.09
ev van,express,north,rainy,188.6,14.97,6.9168571073383855,no,3,1037.91
ev van,express,east,clear,190.9,27.07,6.262071790940074,yes,3,1085.71
truck,standard,central,stormy,67.8,32.26,5.225582686151883,no,4,435.78
van,standard,east,rainy,35.2,11.48,2.9538649783077333,no,5,210.44
ev van,two day,east,clear,231.3,15.67,5.978503507460616,no,3,1203.51
scooter,express,west,rainy,233.8,47.27,8.573235221971933,yes,3,1360.81
scooter,same day,east,hot,162.9,23.28,5.592476986000067,no,5,984.34
ev van,two day,north,stormy,162.9,22.26,6.745147123539362,no,4,881.28
ev bike,two day,east,rainy,42.7,34.36,4.042658667509998,no,3,316.58
truck,express,central,stormy,253.9,37.99,8.453081242787732,yes,2,1433.47
truck,two day,south,rainy,110.8,16.51,4.99418126711377,no,5,603.53
van,express,north,cold,69.0,21.79,3.6374385107539475,no,3,460.37
ev van,express,west,clear,128.7,14.02,4.21001779511237,yes,3,735.56
van,standard,west,foggy,44.1,31.77,3.3746724060863458,no,4,315.81
van,express,west,stormy,80.0,47.75,5.874408648880562,yes,2,593.25
bike,two day,west,cold,122.9,10.39,4.246172645678278,no,5,645.67
bike,standard,south,clear,67.9,49.16,3.8624280723861704,no,3,486.98
scooter,standard,east,hot,77.9,36.34,4.41811775734368,no,4,498.52
scooter,express,central,rainy,148.9,45.81,6.711102304327592,yes,2,931.93
scooter,express,north,hot,214.0,29.1,6.079422240980714,no,4,1207.3
ev bike,express,west,clear,141.7,32.31,5.088020211435851,yes,2,855.43
truck,two day,west,rainy,297.1,38.04,9.22900322831581,no,4,1601.62
bike,two day,south,cold,27.7,23.44,2.508724300442151,no,4,208.82
truck,express,central,stormy,154.0,39.93,6.941759314119256,yes,1,939.79
bike,two day,north,clear,121.4,33.56,4.735727255749472,no,4,707.68
truck,express,central,stormy,59.2,35.51,5.1969819889198625,yes,2,452.53
bike,express,east,hot,8.2,28.62,2.8631237351541654,yes,3,176.86
bike,same day,north,hot,6.0,15.16,2.440346016526375,no,5,175.48
ev bike,two day,east,rainy,210.7,45.28,7.754057220321353,no,4,1189.34
bike,standard,south,stormy,178.7,47.65,7.57412131479947,no,4,1036.45
ev van,same day,east,clear,187.8,4.26,5.229115609698304,no,3,1051.78
van,express,west,cold,78.5,14.89,3.480899864412179,no,5,487.17
ev bike,express,west,rainy,178.8,4.69,6.396370836081182,yes,3,958.07
scooter,same day,north,rainy,99.2,10.77,4.416128008587886,no,3,628.31
van,same day,west,hot,281.4,1.49,6.990581776212587,no,5,1511.47
ev van,two day,west,clear,9.5,13.45,2.0774412808251372,no,4,95.6674
bike,express,north,clear,291.2,38.65,7.972063505262052,no,4,1621.95
van,two day,central,hot,294.0,4.19,7.5062710561406,no,4,1482.57
bike,same day,north,clear,289.6,41.2,7.893852101226187,yes,3,1632.7206
van,same day,south,cold,257.9,26.98,7.622007103651686,no,5,1470.44
ev van,same day,south,hot,107.5,28.23,4.2077964231641545,no,5,722.19
truck,express,north,rainy,266.2,1.51,7.9761473452553435,yes,3,1385.53
van,same day,west,clear,75.1,21.06,3.3575153332136773,no,5,538.68
truck,same day,east,clear,103.3,37.52,4.430531703371776,no,4,729.06
scooter,standard,central,stormy,297.1,24.82,9.098719382926879,no,4,1565.96
bike,two day,south,stormy,72.2,30.51,4.857603971296759,no,5,452.53
truck,two day,central,foggy,92.5,14.28,3.6481673593004693,no,4,505.34
ev bike,same day,east,hot,231.6,13.88,6.586463660751165,no,4,1299.64
scooter,same day,north,stormy,240.0,10.62,8.393409241297482,yes,2,1331.86
bike,standard,south,stormy,104.0,2.15,5.3989139258436,no,4,526.45
truck,same day,south,clear,246.7,20.24,6.7575754315566705,no,5,1394.22
van,two day,east,rainy,163.6,41.33,6.228792077622413,no,5,941.99
ev van,standard,west,rainy,193.8,44.96,6.87539678528565,no,5,1103.88
van,two day,north,foggy,263.3,26.54,8.124875658429888,no,5,1396.12
van,express,central,rainy,127.5,27.55,5.744029573669721,yes,1,770.15
truck,standard,north,rainy,41.4,10.54,3.534225108012187,no,5,238.62
ev van,two day,central,clear,259.0,29.44,7.150968348298058,no,3,1383.32
ev bike,same day,south,rainy,172.5,25.78,6.864948047284844,yes,2,1039.84
truck,two day,central,cold,283.0,28.09,8.169509648864796,no,4,1499.27
ev bike,two day,north,stormy,181.2,31.2,6.914122048744969,no,4,999.6
ev bike,standard,south,cold,30.7,49.15,3.1364129035247927,no,4,300.95
truck,standard,central,clear,94.0,22.57,4.07172783759598,no,3,537.71
scooter,standard,north,foggy,236.1,25.94,7.728398561546781,no,3,1258.32
bike,two day,south,hot,87.8,24.81,3.805437059902204,no,4,513.43
truck,same day,east,hot,249.8,24.51,7.391955184786977,yes,3,1422.53
ev bike,standard,north,hot,275.6,42.05,7.904200106362527,no,5,1504.15
van,same day,south,foggy,133.0,10.89,4.817832721056565,no,4,797.67
van,express,west,cold,245.8,47.45,7.4214870544047455,yes,1,1421.35
van,same day,east,rainy,73.3,11.15,4.338181667311443,no,4,499.95
truck,two day,east,cold,126.7,45.77,4.993942029213755,no,5,770.81
ev bike,express,west,cold,227.9,20.01,6.824023913111798,yes,2,1249.53
van,two day,central,rainy,54.6,3.16,3.89024225380207,no,4,282.48
truck,same day,central,hot,101.4,34.06,4.073055748010132,no,5,709.18
van,standard,north,rainy,95.3,44.72,5.01258076417579,no,4,610.66
scooter,express,west,cold,286.5,35.21,7.93466621890421,no,5,1588.13
ev bike,two day,east,foggy,149.0,5.95,5.056021137955735,no,5,762.85
truck,two day,east,foggy,95.9,17.38,3.8296377148757017,no,5,531.64
truck,same day,south,hot,95.2,4.01,3.7107174802739715,no,3,588.03
scooter,same day,south,rainy,114.1,49.52,5.6754702047698045,no,5,820.14
ev van,two day,west,clear,85.8,9.48,2.951372943724048,no,4,457.44
ev bike,standard,central,cold,91.0,43.09,4.840444788467307,no,4,584.27
ev bike,express,east,cold,128.6,4.88,4.953219141041112,no,4,707.64
ev bike,express,south,clear,207.0,2.11,5.409976919250852,no,5,1091.33
van,two day,south,hot,73.0,41.62,4.412406507391985,no,3,489.86
truck,two day,north,clear,174.6,22.17,4.9626908560320535,no,3,939.51
scooter,same day,east,cold,223.4,26.71,6.519466081197451,no,4,1297.13
ev bike,standard,west,rainy,59.9,32.95,4.779752634163625,no,5,398.35
bike,two day,west,hot,213.3,8.36,6.129048165038544,no,3,1091.58
truck,two day,west,rainy,188.5,21.76,6.280169206101327,no,4,1007.78
scooter,express,central,cold,93.8,7.1,3.68101466795606,yes,2,540.3
truck,two day,central,rainy,178.2,12.55,6.479369367571943,no,3,928.65
scooter,express,south,hot,297.1,37.02,8.47133118703298,yes,1,1632.7206
ev van,same day,central,cold,154.8,29.73,5.9556548254995345,no,4,963.19
bike,standard,north,foggy,248.3,7.22,6.6266308271050605,no,5,1263.16
ev bike,same day,west,clear,210.0,23.21,5.943663714940806,no,5,1219.63
ev bike,standard,east,hot,230.8,6.19,6.69040355276872,no,4,1172.57
ev van,standard,north,clear,27.4,25.5,2.2800978244945114,no,5,213.5
scooter,two day,south,cold,271.6,20.5,7.253868255040599,no,3,1419.5
ev bike,same day,central,foggy,51.1,2.75,2.783091780707498,no,4,363.75
bike,same day,west,cold,94.4,28.74,3.924127567895047,no,5,658.22
ev bike,express,east,clear,205.0,3.67,6.1260241010478005,yes,2,1086.01
van,same day,west,cold,100.9,8.12,3.6288209659392483,no,5,628.86
ev bike,same day,north,clear,135.8,24.51,4.234754614440874,no,5,852.53
ev bike,express,north,hot,117.4,0.67,4.115219628833576,yes,3,638.05
van,express,west,foggy,271.1,46.27,8.700566529059277,yes,2,1544.31
van,same day,east,stormy,96.8,13.58,4.881412263473034,yes,2,624.74
ev bike,same day,south,rainy,53.5,10.26,3.6316353815838296,no,5,398.28
ev van,express,north,stormy,41.8,46.76,5.15364664072654,yes,1,399.28
van,express,east,stormy,25.2,8.91,3.903483195787964,yes,2,202.73
ev van,two day,west,rainy,273.9,7.25,8.185780118562759,no,3,1391.25
van,same day,south,hot,222.9,41.31,6.515675973873372,yes,2,1338.43
ev van,standard,east,foggy,182.5,1.59,6.088175111401235,no,3,917.27
truck,two day,north,foggy,232.1,0.67,6.537301456805763,no,3,1162.27
ev bike,standard,central,clear,177.2,36.4,5.7809420864381025,no,4,995.2
ev bike,standard,central,clear,265.6,43.29,7.223722708191053,no,5,1457.87
ev bike,express,south,clear,78.5,15.08,3.5429222936015523,no,3,487.74
ev van,standard,east,stormy,190.8,30.44,7.159164926566168,no,4,1045.32
van,standard,west,clear,244.9,43.69,7.759904702523608,no,4,1355.57
ev bike,same day,north,clear,15.5,25.55,2.4211956632222655,no,4,254.15
ev bike,same day,east,foggy,46.3,47.08,3.5174950290028297,no,5,472.74
truck,express,south,hot,241.8,3.76,6.2068730280763615,no,5,1270.28
scooter,same day,east,clear,9.6,11.74,1.8913280312185512,no,5,183.22
van,standard,east,stormy,244.0,30.2,8.009205198244413,no,3,1310.6
scooter,express,east,cold,174.7,4.97,5.526351322950742,yes,2,938.41
bike,same day,west,cold,176.2,1.55,5.745729016482988,no,3,985.65
ev van,two day,south,cold,169.3,1.0,5.528997446163336,no,4,849.5
ev bike,express,west,cold,233.5,43.4,7.153462329086428,yes,3,1347.7
truck,two day,south,hot,208.5,24.76,6.582071451049179,no,3,1116.78
van,express,north,hot,73.5,48.26,4.170323452146155,no,4,562.28
bike,same day,west,stormy,234.1,10.29,7.542485715532265,yes,3,1301.37
van,standard,east,hot,208.5,22.33,5.86160418409494,no,5,1109.49
scooter,same day,west,cold,255.2,0.67,6.887004174194744,no,4,1377.92
truck,same day,south,rainy,251.6,17.05,7.999117453233495,yes,3,1409.15
van,express,west,rainy,99.7,40.32,5.153381865190257,yes,1,669.46
ev van,express,north,stormy,168.2,36.27,6.733361014456815,yes,3,999.81
ev van,same day,central,stormy,226.4,40.05,8.61744946724809,yes,3,1352.15
truck,express,central,cold,109.0,46.78,4.71091787160065,no,5,735.34
ev van,express,south,hot,294.8,29.68,7.92926961853296,yes,3,1613.04
scooter,same day,south,rainy,183.2,45.36,6.857225622336729,yes,2,1152.08
bike,standard,north,hot,262.5,12.3,7.236721988265138,no,3,1349.4
truck,same day,central,clear,194.1,26.9,6.321376951786802,no,4,1151.2
bike,standard,north,cold,19.1,32.16,2.4742133383151224,no,4,191.98
ev van,standard,central,foggy,227.1,24.89,6.771211673891986,no,4,1210.17
bike,express,north,rainy,71.8,31.61,4.647057480256119,yes,2,503.83
ev van,standard,central,foggy,234.5,25.58,7.065572575278901,no,4,1249.24
ev bike,standard,south,hot,74.5,47.6,4.400730801193845,no,4,515.3
scooter,express,east,cold,35.1,38.65,3.029528722560304,yes,2,341.45
truck,express,north,clear,210.1,30.5,6.69033665625955,no,4,1192.0
truck,express,south,hot,121.8,18.11,4.533234955024412,yes,2,713.33
ev bike,two day,central,stormy,6.2,11.6,3.715074084483995,no,3,95.6674
van,same day,east,rainy,272.2,27.25,8.203381018804706,yes,2,1542.75
truck,express,south,clear,167.8,19.3,5.2196398021648704,no,4,946.9
van,same day,central,foggy,179.2,47.51,6.134029596853204,no,5,1138.53
bike,express,central,foggy,114.3,23.88,4.701851408248965,yes,2,693.14
ev bike,standard,east,hot,108.0,39.66,5.036209511871279,no,3,658.98
scooter,express,south,stormy,46.7,21.47,4.6444772647580965,yes,2,347.91
scooter,express,central,hot,26.0,22.79,2.889170932523255,no,4,248.37
scooter,express,east,hot,155.8,0.69,4.512960893772439,no,5,831.07
truck,same day,south,rainy,198.6,49.52,7.324230667014959,yes,2,1242.46
ev bike,express,east,foggy,170.4,13.47,6.1542166246160654,yes,3,942.41
ev bike,express,south,hot,295.1,25.25,7.63991948505694,no,4,1601.25
truck,same day,south,cold,218.3,48.75,7.177100045753781,yes,2,1337.75
van,standard,west,foggy,258.0,15.57,7.341708947700166,no,4,1336.71
ev van,standard,south,stormy,9.2,1.32,2.8788846258844623,no,3,95.6674
van,standard,east,rainy,21.0,6.86,2.9893013708572487,no,4,125.58
bike,express,west,clear,35.9,34.39,2.8511815245034824,no,3,332.67
ev bike,same day,central,rainy,197.0,28.97,6.565882496308498,yes,2,1171.91
ev van,same day,central,rainy,273.5,20.82,8.722150532460404,yes,3,1529.96
scooter,two day,central,stormy,61.4,48.98,5.638522706545871,no,5,453.94
scooter,express,west,cold,260.9,48.51,8.264824441600691,no,3,1500.03
van,two day,east,stormy,64.4,9.68,4.924477897158713,no,3,351.04
van,two day,east,cold,203.3,28.54,6.189146279329284,no,5,1102.12
scooter,standard,north,foggy,16.6,32.89,3.1674227515444597,no,5,181.67
bike,standard,west,hot,99.2,4.62,3.4179889874148097,no,4,509.86
scooter,express,central,clear,155.4,14.54,5.242348307506918,yes,2,870.62
scooter,express,west,hot,174.7,8.46,5.346224932666808,yes,2,948.88
scooter,standard,central,foggy,97.7,28.26,4.190489039419252,no,5,573.28
scooter,express,east,stormy,136.2,36.83,6.409133969819337,yes,2,841.49
ev van,standard,north,rainy,26.5,36.35,3.6611269564807776,no,4,241.55
scooter,two day,central,stormy,116.6,4.08,5.754624396591954,no,5,595.24
ev bike,two day,east,hot,109.4,10.67,4.423516194196155,no,5,579.01
truck,standard,east,cold,10.5,35.17,2.693866220353505,no,4,158.01
van,express,west,clear,164.6,12.16,4.847241407990555,no,4,909.48
ev bike,same day,east,foggy,289.2,42.01,8.624992431534936,yes,3,1632.7206
bike,express,east,stormy,161.0,28.08,6.964365246996273,yes,3,939.24
ev bike,express,west,hot,14.5,4.14,1.6728563864993775,yes,3,134.92
van,same day,south,clear,21.7,21.4,2.044510067104182,no,4,272.7
ev bike,two day,east,hot,233.8,40.83,7.6404174557297875,no,4,1291.49
ev van,same day,north,clear,185.8,37.19,6.27324808447858,no,4,1140.57
ev bike,same day,south,foggy,189.8,30.58,6.835413947254902,no,4,1140.74
bike,express,west,rainy,251.0,13.41,7.346323130872553,yes,3,1345.23
ev van,express,east,foggy,44.7,45.46,4.17028391809921,yes,2,409.88
ev bike,same day,south,foggy,297.1,2.95,7.556693265939798,yes,3,1595.85
bike,same day,central,rainy,190.3,15.41,6.143026823564815,no,5,1097.73
scooter,express,south,hot,294.3,27.58,7.943476993886034,no,4,1604.24
ev van,same day,east,cold,171.1,17.42,5.558755834216317,no,4,1007.76
ev van,standard,north,cold,247.4,40.39,7.652686469734034,no,4,1358.17
van,standard,central,clear,164.7,31.65,5.075944348190399,no,4,918.45
ev van,express,central,stormy,72.3,14.03,4.321745340802274,yes,2,453.59
van,standard,central,rainy,273.7,24.25,8.005085679564118,no,5,1441.25
ev van,two day,south,cold,146.3,11.21,4.880062618966555,no,3,765.13
truck,standard,east,hot,93.5,17.75,3.842623621366616,no,5,520.75
truck,two day,east,cold,260.5,38.49,7.980865818891214,no,4,1417.97
bike,express,south,foggy,132.2,19.82,4.898488664017386,yes,1,770.46
ev van,same day,north,clear,94.7,29.69,4.060213341861537,no,4,662.57
scooter,same day,west,hot,230.6,29.7,6.880922781268568,no,4,1342.1
scooter,standard,north,stormy,108.9,40.98,6.4488396749980215,no,3,667.44
van,two day,central,hot,109.9,15.67,4.0174243470690145,no,4,596.51
ev bike,express,north,foggy,260.7,9.79,6.994715527763103,yes,1,1382.87
ev bike,same day,east,stormy,222.3,48.25,8.788961653548224,yes,2,1356.25
truck,express,south,clear,67.7,21.65,3.042055830261562,no,3,453.45
ev van,standard,south,foggy,29.4,2.53,2.190788418216872,no,5,154.59
ev bike,standard,central,stormy,129.3,40.97,5.959695196142189,no,4,769.41
bike,same day,north,hot,148.7,1.86,4.235577091841343,no,3,849.08
ev bike,express,central,foggy,66.1,31.05,4.272308536654172,yes,2,473.65
scooter,express,east,clear,297.1,20.12,7.7221388233318375,yes,2,1606.86
truck,two day,west,foggy,86.7,41.08,4.181525351889471,no,5,556.74
truck,same day,east,hot,44.5,47.02,3.3661192887705464,no,4,463.56
van,same day,north,clear,36.0,4.4,2.04137607109057,no,4,293.2
van,same day,east,stormy,35.3,9.06,4.0039978010268715,no,4,303.68
scooter,standard,north,cold,94.2,35.53,4.535141080854121,no,4,577.59
scooter,same day,east,cold,51.3,32.43,3.2787299743618226,no,5,453.79
ev van,two day,east,rainy,198.8,2.29,6.279956902418829,no,3,1000.87
van,two day,east,hot,194.1,16.08,5.486768393634346,no,4,1018.74
van,standard,west,rainy,33.9,19.93,3.551412273021946,no,3,229.29
ev bike,standard,south,stormy,248.7,10.19,8.058027044193832,no,3,1274.07
scooter,two day,central,hot,228.1,29.42,7.299794753097043,no,5,1228.76
scooter,two day,east,hot,122.7,18.88,4.457705656302201,no,5,670.14
scooter,standard,west,foggy,107.1,7.31,4.662196445626202,no,5,557.43
bike,two day,east,rainy,58.5,45.33,4.518419885784734,no,5,428.49
van,two day,south,cold,133.5,15.56,5.06145324478015,no,4,714.18
bike,standard,east,foggy,138.5,1.81,4.611760664115792,no,5,697.93
van,standard,central,foggy,120.6,40.61,5.266702290150896,no,3,724.83
truck,two day,east,stormy,46.7,41.17,4.694988748241169,no,3,357.01
scooter,express,north,clear,37.5,49.38,3.6741777945934673,no,3,385.64
scooter,standard,west,hot,254.7,7.99,6.92160212269936,no,4,1297.47
truck,same day,south,cold,45.7,42.44,3.20970740176407,no,3,455.82
truck,same day,west,rainy,259.1,22.33,8.219332805245642,yes,3,1462.49
ev bike,express,central,hot,191.0,15.55,5.895291484840309,no,5,1051.65
ev van,express,east,hot,203.2,13.96,6.034614875017964,no,4,1107.88
scooter,express,central,foggy,113.8,2.93,4.526684883565348,yes,2,627.79
scooter,standard,west,rainy,45.2,12.59,3.1776860295109044,no,4,263.77
truck,standard,west,foggy,129.4,31.98,5.502652798101966,no,5,742.94
scooter,same day,central,rainy,185.4,1.65,6.715265643537715,no,5,1031.95
ev bike,express,central,foggy,149.6,14.17,5.570485076021054,yes,3,840.51
bike,express,west,foggy,265.6,2.15,7.559234573156834,yes,2,1384.45
van,express,central,foggy,36.7,23.95,3.2826304083107205,yes,2,305.35
ev van,standard,west,rainy,219.1,45.27,7.511562865254682,no,4,1231.31
ev bike,same day,central,cold,161.1,32.81,5.800599308623866,no,4,1003.93
truck,same day,west,foggy,180.1,6.07,5.823337747164589,no,5,1018.71
bike,same day,east,stormy,54.2,38.44,4.459814056903392,yes,2,486.32
ev bike,same day,south,stormy,195.5,28.37,7.033506184741211,yes,2,1162.61
van,same day,central,foggy,157.4,24.46,5.545829070234574,yes,1,960.38
ev van,standard,central,foggy,291.9,47.06,8.712695080137552,no,5,1600.68
ev bike,two day,east,rainy,185.8,2.36,5.893816845439238,no,3,936.08
ev van,two day,north,cold,158.1,3.63,4.810305724040169,no,5,801.39
bike,standard,central,hot,60.2,38.31,3.4228078109681332,no,3,415.93
ev van,two day,south,hot,48.4,42.07,3.285397658509451,no,5,368.21
ev bike,express,west,stormy,139.7,30.35,6.62608202483489,yes,2,839.55
scooter,express,south,foggy,210.3,15.08,6.817690650896495,yes,2,1146.74
ev van,express,central,stormy,37.1,21.21,4.533394519566302,yes,2,299.13
truck,two day,east,cold,268.8,35.12,7.529038903944067,no,4,1449.36
truck,same day,south,clear,255.4,41.52,7.137439749256014,no,4,1501.56
ev van,two day,west,rainy,5.2,47.47,3.4864728495716166,no,3,168.41
truck,same day,west,rainy,236.4,45.38,7.921694475798177,yes,2,1418.14
truck,express,south,stormy,279.5,37.86,9.006326947565238,yes,3,1561.08
ev van,standard,north,rainy,185.4,41.19,6.9474546930372485,no,4,1050.57
ev bike,two day,central,foggy,204.7,29.03,6.314642028759878,no,4,1110.59
truck,standard,central,clear,55.8,49.52,4.024208065946498,no,5,428.37
ev van,two day,west,cold,159.2,6.58,4.791674982380406,no,4,815.74
ev van,standard,north,cold,134.6,16.13,4.325091318444351,no,4,721.39
truck,two day,central,foggy,92.8,38.1,5.003189341375124,no,5,578.3
bike,standard,east,stormy,145.5,13.39,6.43987192453871,no,5,767.67
ev bike,standard,west,clear,7.4,5.69,1.728049358495021,no,4,95.6674
scooter,express,west,hot,73.3,34.26,3.755905720490043,no,3,519.28
truck,two day,east,rainy,102.7,4.38,4.726902778051311,no,4,526.64
van,two day,south,foggy,56.0,25.71,4.098317032947189,no,3,357.13
van,standard,central,rainy,47.3,6.9,3.2509328311287464,no,5,257.2
ev van,same day,east,stormy,163.8,30.82,6.780984382912259,yes,2,1011.46
scooter,same day,central,foggy,284.3,2.58,8.220631513813352,yes,2,1529.24
bike,two day,north,hot,161.7,6.61,5.443903332518385,no,4,828.33
truck,standard,west,hot,224.5,37.78,7.162327364087676,no,3,1235.84
truck,standard,north,rainy,104.3,9.67,4.761601626828804,no,4,550.51
ev van,two day,north,hot,293.3,29.18,8.377159070876493,no,4,1554.04
bike,standard,central,hot,107.2,26.28,4.038147244339912,no,5,614.84
ev van,two day,north,clear,282.2,24.38,8.037847202296536,no,3,1484.14
ev van,express,north,clear,260.1,25.7,6.786719133426937,yes,3,1427.6
scooter,same day,north,clear,251.9,4.63,6.134213619121097,no,3,1373.39
ev bike,express,south,cold,287.2,33.28,8.453005946468693,yes,2,1585.84
ev van,express,north,rainy,261.1,13.46,8.147957752630644,yes,2,1395.88
bike,standard,north,cold,279.4,39.48,7.763631983257398,no,3,1515.44
bike,standard,east,foggy,148.8,22.43,5.125844041204649,no,4,811.29
truck,express,south,rainy,70.0,27.25,4.694714646295183,yes,2,481.75
truck,standard,east,stormy,198.0,43.99,8.300982548308395,no,4,1121.97
ev van,two day,north,cold,138.3,12.73,4.95628145450566,no,3,729.69
ev van,two day,west,foggy,26.7,2.29,2.8431605752509856,no,4,140.37
bike,standard,east,clear,262.4,47.58,7.254689251582504,no,4,1454.74
ev van,same day,central,hot,3.6,13.47,2.0121767990046804,no,4,145.41
ev van,same day,central,hot,94.6,33.16,4.096965978784762,no,5,672.48
truck,two day,south,stormy,9.8,44.84,4.5093756604009325,no,5,183.52
van,two day,south,rainy,115.1,49.03,5.795290582174229,no,5,722.59
truck,two day,central,hot,31.4,17.63,2.7995303806652174,no,5,209.89
truck,two day,south,cold,224.4,39.99,7.078511915063287,no,5,1241.97
van,same day,central,cold,206.6,27.75,6.605742471202914,no,4,1216.25
bike,two day,north,rainy,7.8,31.03,3.1765318365862427,no,5,132.09
ev bike,express,west,stormy,47.8,25.56,4.375161855177263,yes,2,365.68
scooter,standard,east,stormy,43.2,47.06,5.245689695665691,no,5,357.18
scooter,express,central,stormy,237.5,47.41,8.459079276467536,yes,2,1379.73
van,same day,north,clear,178.4,35.07,5.779367355218149,no,3,1097.21
bike,standard,central,hot,148.5,31.33,5.0462464881316365,no,3,836.49
van,two day,central,stormy,267.5,2.1,8.76218888007737,no,5,1343.8
ev van,two day,east,stormy,78.6,6.5,5.075075791711095,no,5,412.5
ev bike,standard,west,foggy,85.5,21.36,4.529066146743245,no,5,491.58
bike,two day,east,cold,239.0,0.67,6.524926344025085,no,5,1196.98
scooter,two day,west,hot,13.1,6.57,1.7833216676849093,no,5,95.6674
truck,express,east,stormy,210.0,13.36,7.508302775694178,yes,3,1140.08
ev van,two day,west,stormy,164.0,13.91,6.417004521683453,no,3,861.73
van,same day,east,cold,140.2,20.88,5.477180704923497,no,4,863.64
ev van,express,central,hot,12.9,7.38,1.7039709983155151,no,5,136.64
bike,same day,central,foggy,52.7,38.36,4.1685859381492065,no,5,478.58
ev van,two day,west,foggy,102.4,42.4,4.656606446241209,no,5,639.2
bike,same day,north,rainy,192.1,44.41,6.904881652938898,yes,3,1193.73
ev bike,same day,south,hot,63.2,14.22,3.1520847148809086,no,4,458.66
bike,same day,south,cold,297.1,2.1,7.33103223735763,no,4,1605.8
ev van,same day,north,rainy,279.0,14.5,8.488141466201338,yes,1,1538.5
scooter,standard,central,rainy,230.8,26.5,7.714171813132313,no,5,1233.5
van,same day,south,foggy,207.6,41.52,7.255028819497342,yes,2,1262.56
truck,same day,west,cold,230.6,44.03,7.121474648891199,no,5,1385.09
bike,standard,central,stormy,216.4,43.51,8.364450814958346,no,5,1212.53
truck,two day,south,cold,142.7,5.61,4.588386322650736,no,3,730.33
scooter,standard,west,rainy,32.2,12.66,3.824325406563863,no,4,198.98
van,standard,west,foggy,52.8,39.24,3.683232780225805,no,5,381.72
scooter,express,west,foggy,256.3,33.06,8.013006298426161,yes,2,1430.68
ev van,same day,north,cold,273.8,19.99,7.541577904079251,no,4,1528.97
van,standard,east,cold,134.2,49.52,5.321341559278145,no,4,820.94
ev bike,express,east,cold,214.6,17.21,6.750393261192981,yes,2,1174.63
bike,standard,north,foggy,232.4,41.5,7.381681983755021,no,4,1286.5
ev bike,two day,central,foggy,176.7,26.77,6.142485957685722,no,5,963.81
van,same day,west,hot,26.6,23.28,2.8810547589679616,no,5,302.84
truck,two day,west,cold,11.3,7.48,1.8578845266309734,no,4,95.6674
ev van,express,south,stormy,63.5,47.73,5.606685759158475,yes,2,510.69
ev bike,same day,central,hot,83.2,27.54,3.4297859169135316,no,4,598.62
van,express,east,clear,55.3,30.08,3.3697501319405876,yes,3,416.74
scooter,express,north,rainy,134.7,38.79,6.456232617532995,yes,3,839.87
ev van,same day,central,hot,173.5,13.97,4.986530456666909,no,3,1009.41
scooter,two day,east,foggy,48.4,4.61,3.0932146826113747,no,4,255.83
bike,two day,east,cold,198.8,6.33,6.021614059903328,no,5,1012.99
scooter,express,west,cold,236.6,33.07,6.8382527536637046,no,4,1332.21
bike,express,north,cold,291.8,34.69,8.59525426584205,yes,2,1613.07
ev bike,express,north,stormy,235.7,16.77,7.9548386483947215,yes,3,1278.81
ev van,two day,east,hot,215.1,3.57,6.312383652243097,no,5,1086.21
van,express,central,stormy,33.9,8.79,3.8817731975771577,yes,1,245.87
truck,standard,central,foggy,218.7,47.71,7.822895475554955,no,4,1236.63
